"Device Name","Status","5K Pricing","Program Memory Size (Kbytes)","RAM (bytes)","EEPROM / HEF","Pin count","Max. CPU Speed MHz","Peripheral Pin Select (PPS)","Internal Oscillator","# of Comparators","Operational Amplifier","Total # of A/D channels","Max A/D Resolution (bits)","ADCC with Computation","Number of D/A Converters","Max D/A Resolution (bits)","Internal Voltage Reference (Bandgap)","Zero Cross detect","Slope Compensation / Programmable Ramp Generator","Data Signal Modulator (DSM)","Max 8 Bit Digital Timers","Max 16 Bit Digital Timers","Signal Measurement Timer","Hardware Limit Timer","Max # PWM outputs (including complementary outputs)","Max PWM Resolution (bits)","Angular Timer","Math Accelerator","UART","SPI?","I2C","Number of USB Modules","Windowed Watchdog Timer (WWDT)","CRC/Scan","Configurable Logic Cell Modules (CLC)","Complementary Waveform Generator (CWG) / Complementary Output Generator (COG)","Numerically Controlled Oscillator (NCO)","Programmable switched mode controller","Cap. Touch Channels","Segment LCD","Temp. Range Min.","Temp. Range Max.","Operation Voltage Min.(V)","Operation Voltage Max.(V)","High Voltage Capable","Packages"
PIC18F25Q43,"In Production","$0.92","32","2048","1024","28","64","Yes","64MHZ","2","0","24","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/VQFN"
PIC16F18345,"In Production","$0.93","14","1024","256","20","32","Yes","32 MHz, 32 kHz","2","0","17","10","No","1","5","Yes","No","0","4","4","3","0","0","14","10","No","No","1","2","2","0","Yes","No","4",,"1","0","17","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/SOIC,20/SSOP,20/UQFN,20/VQFN"
PIC16F18425,"In Production","$0.94","14","1024","256","14","32","Yes","32 MHz, 32 kHz","2","0","11","12","Yes","1","5","Yes","Yes","0","1","4","4","1","3","0","10","No","No","1","2","2","0","No","No","4","2","1","0","0","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/UQFN"
PIC16F18854,"In Production","$0.94","7","512","256","28","32","Yes","32 MHz, 32 kHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","2","3","19","10","No","No","1","2","2","0","No","Yes","4","3","1","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN,28/VQFN"
PIC16F1705,"In Production","$0.95","14","1024"," 0 / HEF","14","32","Yes","32 MHz, 32 kHz","2","2","8","10","No","1","8","Yes","Yes","0","0","4","1","0","0","8","10","No","No","1","1","1","0","No","No","3","1","0","0","8","0"," -40","125","1.8","5.5","No"," 0/TSSOP,14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16F616," In Production,Please consider device: PIC16F15323","$0.95","3.5","128","0","14","20","No","4 MHz, 8 MHz","2","0","8","10","No","0","0","Yes","No","0","0","2","1","0","0","0","10","No","No","0","0","0","0","No","No","0","0","0","0","4","0"," -40","150","2","15","Yes"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16LF1559,"In Production","$0.95","14","512","0","20","32","No","16 MHz","0","0","17","10","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","1","1","1","0","No","No","0","0","0","0","17","0"," -40","85","1.8","3.6","No"," 20/PDIP,20/QFN,20/SSOP,20/UQFN"
PIC16F15355,"In Production","$0.96","14","1024"," 0 / HEF","28","32","Yes","32 MHz, 32 kHz","2","0","24","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN,28/VQFN"
PIC16F1618,"In Production","$0.96","7","512"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","2","0","12","10","No","1","8","Yes","Yes","0","0","4","3","2","3","8","10","Yes","Yes","1","1","1","0","Yes","Yes","2","1","0","0","12","0"," -40","125","1.8","5.5","No"," 14/PDIP,20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN"
PIC16F721,"In Production","$0.96","7","256"," 0 / HEF","20","16","No","16 MHz","0","0","12","8","No","0","0","Yes","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP"
PIC18F45Q10,"In Production","$0.97","32","2048","256","40","64","Yes","64MHZ, 64KHz","2","0","35","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","0","10","No","No","2","2","2","0","No","Yes","8","1","0","0","35","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/QFN,44/TQFP"
PIC16F18444,"In Production","$0.98","7","512","256","20","32","Yes","32 MHz, 32 kHz","2","0","17","12","Yes","1","5","Yes","Yes","0","1","4","4","1","3","0","10","No","No","1","1","1","0","No","No","4","2","1","0","0","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/SOIC,20/SSOP,20/UQFN"
PIC16F1508,"In Production","$1.00","7","256"," 0 / HEF","20","20","No","16 MHz, 32 kHz","2","0","12","10","No","1","5","Yes","No","0","0","2","1","0","0","5","10","No","No","1","1","1","0","No","No","4",,"1","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN"
PIC16F1824,"In Production","$1.00","7","256","256","14","32","No","32 MHz, 32 kHz","2","0","8","10","No","1","5","Yes","No","0","1","4","1","0","0","8","0","No","No","1","1","1","0","Yes","No","0","0","0","0","8","0"," -40","150","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN,28/UQFN"
PIC18F46Q10,"In Production","$1.00","64","3615","1024","40","64","Yes","64MHZ, 64KHz","2","0","35","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","0","10","No","No","2","2","2","0","No","Yes","8","1","0","0","35","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/QFN,44/TQFP"
PIC12F1840,"In Production","$1.01","7","256","256","8","32","No","32 MHz, 32 kHz","1","0","4","10","No","1","5","Yes","No","0","0","2","1","0","0","2","10","No","No","1","1","1","0","No","No","0","0","0","0","4","0"," -40","125","1.8","5.5","No"," 8/DFN,8/PDIP,8/SOIC,8/UDFN"
PIC12F675," In Production,Please consider device: PIC16F18313","$1.01","1.75","64","128","8","20","No","4 MHz","1","0","4","10","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","4","0"," -40","125","2","5.5","No"," 8/DFN,8/DFN-S,8/PDIP,8/SOIC"
PIC16F1579,"In Production","$1.01","14","1024"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","2","0","12","10","No","1","5","Yes","No","0","0","2","9","0","0","6","16","No","No","1","0","0","0","No","No","0",,"0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/SOIC,20/SSOP,20/UQFN"
PIC16F1707,"In Production","$1.01","3.5","256"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","0","2","12","10","No","0","0","Yes","Yes","0","0","2","1","0","0","2","10","No","No","0","1","1","0","No","No","0","0","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP"
PIC16F1823,"In Production","$1.01","3.5","128","256","14","32","No","32 MHz, 32 kHz","2","0","8","10","No","1","5","Yes","No","0","1","2","1","0","0","4","0","No","No","1","1","1","0","No","No","0","0","0","0","8","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN"
PIC16F18346,"In Production","$1.02","28","2048","256","20","32","Yes","32 MHz, 32 kHz","2","0","17","10","Yes","1","5","Yes","Yes","0","1","4","3","1","3","0","10","No","No","1","2","2","0","No","No","4","2","1","0","17","0"," -40","125","1.8","5.5","No"," 0/SSOP,20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN,20/VQFN"
PIC16F722A,"In Production","$1.02","3.5","128"," 0 / HEF","28","20","No","16 MHz","0","0","11","8","No","0","0","Yes","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","8","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16LF1902,"In Production","$1.02","3.5","128"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","11","10","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","11","72"," -40","125","1.8","3.6","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC18F26Q43,"In Production","$1.02","64","4096","1024","28","64","Yes","64MHZ","2","0","24","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/VQFN"
PIC16F1509,"In Production","$1.04","14","512"," 0 / HEF","20","20","No","16 MHz, 32 kHz","2","0","12","10","No","1","5","Yes","No","0","0","2","1","0","0","5","10","No","No","1","1","1","0","No","No","4",,"1","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN,28/SPDIP"
PIC16F18426,"In Production","$1.04","28","2048","256","14","32","Yes","32 MHz, 32 kHz","2","0","11","12","Yes","1","5","Yes","Yes","0","1","4","4","1","3","0","10","No","No","1","2","2","0","No","No","4","2","1","0","0","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN"
PIC16F18855,"In Production","$1.04","14","1024","256","28","32","Yes","32 MHz, 32 kHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","2","3","19","10","No","No","1","2","2","0","No","Yes","4","3","1","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1512,"In Production","$1.05","3.5","128"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","17","10","No","0","0","Yes","No","0","0","2","1","0","0","0","0","No","No","1","1","1","0","No","No","0","0","0","0","17","0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1615,"In Production","$1.05","14","1024"," 0 / HEF","14","32","Yes","32 MHz, 32 kHz","2","0","8","10","No","1","8","Yes","Yes","0","0","4","3","2","3","8","10","Yes","Yes","1","1","1","0","Yes","Yes","4","1","0","0","8","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16F15356,"In Production","$1.06","28","2048"," 0 / HEF","28","32","Yes","32 MHz, 32 kHz","2","0","24","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN,28/VQFN"
PIC16F18445,"In Production","$1.06","14","1024","256","20","32","Yes","32 MHz, 32 kHz","2","0","17","12","Yes","1","5","Yes","Yes","0","1","4","4","1","3","0","10","No","No","1","2","2","0","No","No","4","2","1","0","0","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/SOIC,20/SSOP,20/UQFN"
PIC18F24K40,"In Production","$1.06","16","1024","256","28","64","Yes","64MHZ, 64KHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","0","10","No","No","1","1","1","0","Yes","Yes","0","1","0","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1708,"In Production","$1.07","7","512"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","2","2","12","10","No","1","8","Yes","Yes","0","0","4","1","0","0","8","10","No","No","1","1","1","0","No","No","3","1","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN"
PIC16LF1566,"In Production","$1.08","14","1024","0","28","32","No","16 MHz","0","0","23","10","No","0","0","No","No","0","0","3","1","0","0","0","0","No","No","1","2","2","0","No","No","0","0","0","0","23","0"," -40","85","1.8","3.6","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC18F47Q10,"In Production","$1.08","128","3615","1024","40","64","Yes","64MHZ, 64KHz","2","0","35","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","6","10","No","No","2","2","2","0","No","Yes","8","1","0","0","35","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/QFN,44/TQFP"
PIC16F18446,"In Production","$1.09","28","2048","256","20","32","Yes","32 MHz, 32 kHz","2","0","17","12","Yes","1","5","Yes","Yes","0","1","4","4","1","3","0","10","No","No","1","2","2","0","No","No","4","2","1","0","0","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/SOIC,20/SSOP,20/UQFN"
PIC16F1619,"In Production","$1.10","14","1024"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","2","0","12","10","No","1","8","Yes","Yes","0","0","4","3","2","3","8","10","Yes","Yes","1","1","1","0","Yes","Yes","4","1","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN,100/TQFP"
PIC16F723A,"In Production","$1.10","7","192"," 0 / HEF","28","20","No","16 MHz","0","0","11","8","No","0","0","Yes","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","8","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16LF1903,"In Production","$1.10","7","256"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","11","10","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","11","72"," -40","125","1.8","3.6","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC12C508A," Not Recommended for new designs,Please consider device: PIC12F508","$1.12","0.75","25","0","8","4","No","5 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2.5","5.5","No"," 8/PDIP,8/SOIC,8/SOIJ"
PIC16F1454,"In Production","$1.12","14","1024"," 0 / HEF","14","48","No","16 MHz, 32 kHz","0","0","0","0","No","0","0","No","No","0","0","1","1","0","0","2","0","No","No","1","1","1","1","No","No","0","0","0","0","0","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN"
PIC16F15385,"In Production","$1.12","14","1024"," 0 / HEF","48","32","Yes","32 MHz, 32 kHz","2","0","43","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 48/TQFP,48/UQFN"
PIC16F15386,"In Production","$1.12","28","2048"," 0 / HEF","48","32","Yes","32 MHz, 32 kHz","2","0","43","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 48/TQFP,48/UQFN,48/VQFN"
PIC16F1513,"In Production","$1.13","7","256"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","17","10","No","0","0","Yes","No","0","0","2","1","0","0","0","0","No","No","1","1","1","0","No","No","0","0","0","0","17","0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1709,"In Production","$1.13","14","1024"," 0 / HEF","20","32","Yes","32 MHz, 32 kHz","2","2","12","10","No","1","8","Yes","Yes","0","0","4","1","0","0","8","10","No","No","1","1","1","0","No","No","3","1","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP"
PIC16F18326,"In Production","$1.13","28","2048","256","14","32","Yes","32 MHz, 32 kHz","2","0","11","10","No","1","5","Yes","No","0","4","4","3","0","0","14","10","No","No","1","2","2","0","No","No","4",,"1","0","15","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/UQFN,16/VQFN"
PIC16F18856,"In Production","$1.13","28","2048","256","28","32","Yes","32 MHz, 32 kHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","2","3","19","10","No","No","1","2","2","0","No","Yes","4","3","1","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN,28/VQFN"
PIC18F25K40,"In Production","$1.13","32","2048","256","28","64","Yes","64MHZ, 64KHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","0","10","No","No","1","1","1","0","Yes","Yes","0","1","0","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F15375,"In Production","$1.14","14","1024"," 0 / HEF","40","32","Yes","32 MHz, 32 kHz","2","0","35","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/UQFN,44/QFN,44/TQFP"
PIC18F27Q43,"In Production","$1.14","128","8192","1024","28","64","Yes","64MHZ","2","0","24","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/VQFN"
PIC12F635," In Production,Please consider device: PIC16F18323","$1.16","1.75","64","128","8","20","No","8 MHz, 32 kHz","1","0","0","0","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 8/DFN,8/DFN-S,8/PDIP,8/SOIC"
PIC16F18455,"In Production","$1.16","14","1024","256","28","32","Yes","32 MHz, 32 kHz","2","0","24","12","Yes","1","5","Yes","Yes","0","1","4","4","2","3","0","10","No","No","2","2","2","0","No","No","4","3","1","0","0","0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/VQFN"
PIC18F45Q43,"In Production","$1.16","32","2048","1024","40","64","Yes","64MHZ","2","0","35","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 40/PDIP,40/QFN,44/TQFP"
PIC12C509A," Not Recommended for new designs,Please consider device: PIC12F509","$1.18","1.5","41","0","8","4","No","7 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2.5","5.5","No"," 8/PDIP,8/SOIC,8/SOIJ"
PIC16F1764,"In Production","$1.19","7","512"," 0 / HEF","14","32","Yes","32 MHz, 32 kHz","2","1","8","10","No","2","10","Yes","Yes","Yes","1","4","3","0","3","6","16","No","No","1","1","1","0","No","No","3","1","0","0","0","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16F1825,"In Production","$1.19","14","1024","256","14","32","No","32 MHz, 32 kHz","2","0","8","10","No","1","5","Yes","No","0","1","4","1","0","0","8","10","No","No","1","1","1","0","No","No","0","0","0","0","12","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN"
PIC16LF1906,"In Production","$1.19","14","512"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","11","10","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","1","0","0","0","No","No","0","0","0","0","11","72"," -40","125","1.8","3.6","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1713,"In Production","$1.20","7","512"," 0 / HEF","28","32","Yes","32 MHz, 32 kHz","2","2","17","10","No","2","8","Yes","Yes","0","0","4","1","0","0","0","10","No","No","1","1","1","0","No","No","4","1","1","0","17","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F59,"In Production","$1.22","3","134","0","40","20","No","No","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 40/PDIP,44/TQFP"
PIC16F1516,"In Production","$1.24","14","512"," 0 / HEF","28","20","No","16 MHz, 32 kHz","0","0","17","10","No","0","0","Yes","No","0","0","2","1","0","0","0","0","No","No","1","1","1","0","No","No","0","0","0","0","17","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F18456,"In Production","$1.24","28","2048","256","28","32","Yes","32 MHz, 32 kHz","2","0","24","12","Yes","1","5","Yes","Yes","0","1","4","4","2","3","0","10","No","No","2","2","2","0","No","No","4","3","1","0","0","0"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/VQFN"
PIC16F18875,"In Production","$1.24","14","1024","256","40","32","Yes","32 MHz, 32 kHz","2","0","35","10","Yes","1","5","Yes","Yes","0","1","3","4","2","3","19","10","No","No","1","2","2","0","No","Yes","4","3","1","0","35","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/UQFN,44/QFN,44/TQFP"
PIC16F722," In Production,Please consider device: PIC16F722A","$1.24","3.5","128"," 0 / HEF","28","20","No","16 MHz","0","0","11","8","No","0","0","Yes","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","8","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F26K40,"In Production","$1.24","64","3728","1024","28","64","Yes","64MHZ, 64KHz","2","0","24","10","Yes","1","5","Yes","Yes","0","1","3","4","0","1","0","10","No","No","2","2","2","0","Yes","Yes","0","1","0","0","24","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC18F55Q43,"In Production","$1.24","32","8192","1024","48","64","Yes","64MHZ","2","0","43","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 48/TQFP,48/VQFN"
PIC16F15376,"In Production","$1.25","28","2048"," 0 / HEF","40","32","Yes","32 MHz, 32 kHz","2","0","35","10","No","1","5","No","Yes","0","0","1","2","0","1","10","10","No","No","2","2","2","0","No","No","4","1","1","0","0","0"," -40","125","1.8","5.5","No"," 40/PDIP,40/QFN,40/UQFN,40/VQFN,44/QFN,44/TQFP"
PIC18F46Q43,"In Production","$1.25","64","4096","1024","40","64","Yes","64MHZ","2","0","35","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 0/QFN,0/TQFP,40/PDIP,40/QFN,44/TQFP"
PIC12F683," In Production,Please consider device: PIC16F18323","$1.26","3.5","128","256","8","20","No","8 MHz, 32 kHz","1","0","4","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","0","0","0","0","No","No","0","0","0","0","4","0"," -40","125","2","5.5","No"," 8/DFN,8/DFN-S,8/PDIP,8/SOIC"
PIC16F1826,"In Production","$1.26","3.5","256","256","18","32","No","32 MHz, 32 kHz","2","0","12","10","No","1","5","Yes","No","0","1","2","1","0","0","4","10","No","No","1","1","1","0","No","No","0","0","0","0","12","0"," -40","125","1.8","5.5","No"," 18/PDIP,18/SOIC,20/SSOP,28/QFN,28/UQFN"
PIC16F630," In Production,Please consider device: PIC16F18324","$1.26","1.75","64","128","14","20","No","4 MHz","1","0","0","0","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16F631," In Production,Please consider device: PIC16F18344","$1.26","1.75","64","128","20","20","No","8 MHz, 32 kHz","2","0","0","0","No","0","0","Yes","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP"
PIC16F1455,"In Production","$1.27","14","1024"," 0 / HEF","14","48","No","16 MHz, 32 kHz","2","0","5","10","No","1","5","Yes","No","0","0","2","1","0","0","3","10","No","No","1","1","1","1","No","No","0",,"0","0","5","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN,16/UQFN"
PIC16F1716,"In Production","$1.27","14","1024"," 0 / HEF","28","32","Yes","32 MHz, 32 kHz","2","2","17","10","No","2","8","Yes","Yes","0","0","4","1","0","0","0","10","No","No","1","1","1","0","No","No","4","1","1","0","17","0"," -40","125","1.8","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC16F1765,"In Production","$1.27","14","1024"," 0 / HEF","14","32","Yes","32 MHz, 32 kHz","2","1","8","10","No","2","10","Yes","Yes","Yes","1","4","3","0","3","6","16","No","No","1","1","1","0","No","No","3","1","0","0","0","0"," -40","125","1.8","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16F1828,"In Production","$1.27","7","256","256","20","32","No","32 MHz, 32 kHz","2","0","12","10","No","1","5","Yes","No","0","1","4","1","0","0","8","10","No","No","1","1","1","0","Yes","No","0","0","0","0","12","0"," -40","125","1.8","5.5","No"," 20/PDIP,20/QFN,20/SOIC,20/SSOP,20/UQFN"
PIC16F636," In Production,Please consider device: PIC16F18323","$1.27","3.5","128","256","14","20","No","8 MHz, 32 kHz","2","0","0","0","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP ,16/QFN"
PIC16F676," In Production,Please consider device: PIC16F18324","$1.27","1.75","64","128","14","20","No","4 MHz","1","0","8","10","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","8","0"," -40","125","2","5.5","No"," 14/PDIP,14/SOIC,14/TSSOP,16/QFN"
PIC16LF1567,"In Production","$1.27","14","1024","0","40","32","No","16 MHz","0","0","23","10","No","0","0","No","No","0","0","3","1","0","0","0","0","No","No","1","2","2","0","No","No","0","0","0","0","34","0"," -40","85","1.8","3.6","No"," 40/PDIP,40/UQFN,44/TQFP"
PIC12F529T39A,"Not Recommended for new designs","$1.29","2.3","201","64","8","8","No","8 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2","3.7","No"," 14/TSSOP"
PIC16F19155,"In Production","$1.29","14","1024","256","28","32","Yes","32 MHz, 32 kHz","2","0","20","12","Yes","1","5","No","Yes",,"0","2","2","0","0","0","0","No","No","2","1","1","0","No","No","4","1","0","0","0","96"," -40","125","1.8","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP,28/UQFN"
PIC18F56Q43,"In Production","$1.29","64","4096","1024","48","64","Yes","64MHZ","2","0","43","12","Yes","1","8","Yes","Yes","0","1","3","4","1","3","6","16","No","No","5","2","1","0","No","Yes","8","3","3","0",,"0"," -40","125","1.8","5.5","No"," 48/TQFP,48/VQFN"
PIC16F716," In Production,Please consider device: PIC16F18344","$1.30","3.5","128","0","18","20","No","None","0","0","4","8","No","0","0","No","No","0","0","2","1","0","0","4","10","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 18/PDIP,18/SOIC,20/SSOP,28/QFN"
